,Function,Issue,Severity/Impact,Tool,Type,endLine,startLine
2294,NNTPServer.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,26.0,26.0
2295,StoreProcessor.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,22.0,22.0
2296,ThreadPerWatchdogFactory.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,22.0,22.0
2297,ThreadPerWatchdogFactory.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,23.0,23.0
2298,ThreadPerWatchdogFactory.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,21.0,21.0
2299,ThreadPerWatchdogFactory.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,26.0,26.0
2300,ThreadPerWatchdogFactory.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,20.0,20.0
2301,ThreadPerWatchdogFactory.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,27.0,27.0
2302,MessageProcessor.java,squid:S1481,MAJOR,SonarQube,CODE_SMELL,920.0,920.0
2303,MessageProcessor.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,31.0,31.0
2304,MessageProcessor.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,33.0,33.0
2305,Redirect.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,25.0,25.0
2306,Redirect.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,28.0,28.0
2307,Redirect.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,20.0,20.0
2308,Redirect.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,40.0,40.0
2309,Redirect.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,29.0,29.0
2310,Redirect.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,27.0,27.0
2311,Redirect.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,21.0,21.0
2312,Redirect.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,34.0,34.0
2313,DNSServer.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,34.0,34.0
2314,Bounce.java,squid:S1488,MINOR,SonarQube,CODE_SMELL,126.0,113.0
2315,Bounce.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,35.0,35.0
2316,Bounce.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,39.0,39.0
2317,Bounce.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,24.0,24.0
2318,Bounce.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,42.0,42.0
2319,Bounce.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,21.0,21.0
2320,DSNBounce.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,37.0,37.0
2321,NotifyPostmaster.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,26.0,26.0
2322,NotifyPostmaster.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,32.0,32.0
2323,NotifyPostmaster.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,38.0,38.0
2324,NotifyPostmaster.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,23.0,23.0
2325,NotifyPostmaster.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,20.0,20.0
2326,NotifyPostmaster.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,35.0,35.0
2327,NotifyPostmaster.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,31.0,31.0
2328,Resend.java,squid:S1488,MINOR,SonarQube,CODE_SMELL,302.0,284.0
2329,Resend.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,34.0,34.0
2330,Resend.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,20.0,20.0
2331,Resend.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,23.0,23.0
2332,Resend.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,41.0,41.0
2333,Resend.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,45.0,45.0
2334,Resend.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,26.0,26.0
2335,Resend.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,43.0,43.0
2336,Resend.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,27.0,27.0
2337,Resend.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,21.0,21.0
2338,Resend.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,35.0,35.0
2339,NotifySender.java,squid:S1488,MINOR,SonarQube,CODE_SMELL,123.0,108.0
2340,RemoteDelivery.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,44.0,44.0
2341,NotifySender.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,34.0,34.0
2342,NotifySender.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,38.0,38.0
2343,NotifySender.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,23.0,23.0
2344,NotifySender.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,20.0,20.0
2345,NotifySender.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,35.0,35.0
2346,NotifySender.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,28.0,28.0
2347,AbstractVirtualUserTable.java,squid:S1481,MAJOR,SonarQube,CODE_SMELL,208.0,208.0
2348,AbstractVirtualUserTable.java,squid:S1481,MAJOR,SonarQube,CODE_SMELL,213.0,213.0
2349,AbstractVirtualUserTable.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,38.0,38.0
2350,CommandListservManager.java,squid:S1488,MINOR,SonarQube,CODE_SMELL,309.0,309.0
2351,ServerTime.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,24.0,24.0
2352,ServerTime.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,27.0,27.0
2353,DSNBounce.java,squid:S1481,MAJOR,SonarQube,CODE_SMELL,808.0,808.0
2354,JDBCAlias.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,35.0,35.0
2355,GenericListserv.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,31.0,31.0
2356,LinearProcessor.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,23.0,23.0
2357,SMTPAuthUserIs.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,22.0,22.0
2358,SMTPAuthSuccessful.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,22.0,22.0
2359,SMTPAuthSuccessful.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,25.0,25.0
2360,RecipientIsLocal.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,23.0,23.0
2361,AttachmentFileNameIs.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,29.0,29.0
2362,HostIsLocal.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,22.0,22.0
2363,RemoteAddrNotInNetwork.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,22.0,22.0
2364,SenderInFakeDomain.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,20.0,20.0
2365,SenderIsNull.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,22.0,22.0
2366,CompareNumericHeaderValue.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,24.0,24.0
2367,CompareNumericHeaderValue.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,22.0,22.0
2368,FileRegexMatcher.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,21.0,21.0
2369,RemoteAddrInNetwork.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,22.0,22.0
2370,HasHabeasWarrantMark.java,squid:S2386,CRITICAL,SonarQube,VULNERABILITY,67.0,67.0
2371,GenericRegexMatcher.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,20.0,20.0
2372,InSpammerBlacklist.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,24.0,24.0
2373,AbstractQuotaMatcher.java,squid:S1481,MAJOR,SonarQube,CODE_SMELL,71.0,71.0
2374,RecipientIsOverFixedQuota.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,21.0,21.0
2375,MBoxMailRepository.java,squid:S1481,MAJOR,SonarQube,CODE_SMELL,178.0,178.0
2376,MBoxMailRepository.java,squid:S1481,MAJOR,SonarQube,CODE_SMELL,356.0,356.0
2377,MBoxMailRepository.java,squid:S1481,MAJOR,SonarQube,CODE_SMELL,838.0,838.0
2378,MBoxMailRepository.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,75.0,75.0
2379,MimeMessageJDBCSource.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,33.0,33.0
2380,JDBCSpoolRepository.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,31.0,31.0
2381,JDBCMailRepository.java,squid:S1481,MAJOR,SonarQube,CODE_SMELL,337.0,337.0
2382,RepositoryManager.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,25.0,25.0
2383,RemoteManagerHandler.java,squid:S1481,MAJOR,SonarQube,CODE_SMELL,402.0,402.0
2384,RemoteManagerHandler.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,24.0,24.0
2385,RemoteManagerHandler.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,23.0,23.0
2386,RemoteManagerHandler.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,42.0,42.0
2387,RemoteManagerHandler.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,45.0,45.0
2388,RemoteManagerHandler.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,22.0,22.0
2389,RemoteManager.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,40.0,40.0
2390,RemoteManager.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,42.0,42.0
2391,RemoteManager.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,26.0,26.0
2392,RemoteManager.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,43.0,43.0
2393,SMTPHandler.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,34.0,34.0
2394,FileMailbox.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,20.0,20.0
2395,JamesHost.java,squid:S1481,MAJOR,SonarQube,CODE_SMELL,336.0,336.0
2396,CommandFetch.java,squid:S1481,MAJOR,SonarQube,CODE_SMELL,70.0,70.0
2397,SingleThreadedConnectionHandler.java,squid:S1481,MAJOR,SonarQube,CODE_SMELL,290.0,290.0
2398,ACL.java,squid:S2386,CRITICAL,SonarQube,VULNERABILITY,63.0,63.0
2399,ImapConstants.java,squid:S2386,CRITICAL,SonarQube,VULNERABILITY,51.0,51.0
2400,CreateCommand.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,24.0,24.0
2401,SubscribeCommand.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,26.0,26.0
2402,DeleteCommand.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,27.0,27.0
2403,StatusCommand.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,26.0,26.0
2404,StatusCommand.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,28.0,28.0
2405,AppendCommand.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,33.0,33.0
2406,AppendCommand.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,32.0,32.0
2407,AppendCommand.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,27.0,27.0
2408,AppendCommand.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,35.0,35.0
2409,AppendCommand.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,28.0,28.0
2410,AppendCommand.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,23.0,23.0
2411,AppendCommand.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,42.0,42.0
2412,AppendCommand.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,39.0,39.0
2413,SelectCommand.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,26.0,26.0
2414,ExpungeCommand.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,25.0,25.0
2415,UnsubscribeCommand.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,26.0,26.0
2416,LoginCommand.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,25.0,25.0
2417,SelectedStateCommand.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,22.0,22.0
2418,SelectedStateCommand.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,25.0,25.0
2419,SelectedStateCommand.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,23.0,23.0
2420,SelectedStateCommand.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,21.0,21.0
2421,SearchCommand.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,24.0,24.0
2422,SearchCommand.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,28.0,28.0
2423,SearchCommand.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,27.0,27.0
2424,SearchCommand.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,26.0,26.0
2425,SearchCommand.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,20.0,20.0
2426,AuthenticatedSelectedStateCommand.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,22.0,22.0
2427,AuthenticatedSelectedStateCommand.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,25.0,25.0
2428,AuthenticatedSelectedStateCommand.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,23.0,23.0
2429,AuthenticatedSelectedStateCommand.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,21.0,21.0
2430,RenameCommand.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,26.0,26.0
2431,NonAuthenticatedStateCommand.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,22.0,22.0
2432,NonAuthenticatedStateCommand.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,24.0,24.0
2433,NonAuthenticatedStateCommand.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,21.0,21.0
2434,ImapArgument.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,20.0,20.0
2435,CheckCommand.java,squid:S1481,MAJOR,SonarQube,CODE_SMELL,35.0,35.0
2436,CheckCommand.java,squid:S1481,MAJOR,SonarQube,CODE_SMELL,36.0,36.0
2437,ListCommand.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,28.0,28.0
2438,UidCommand.java,squid:S1481,MAJOR,SonarQube,CODE_SMELL,44.0,44.0
2439,UidCommand.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,24.0,24.0
2440,UidCommand.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,21.0,21.0
2441,AbstractProtocolTest.java,squid:S1481,MAJOR,SonarQube,CODE_SMELL,496.0,496.0
2442,AbstractProtocolTest.java,squid:S1481,MAJOR,SonarQube,CODE_SMELL,540.0,540.0
2443,TestNonAuthenticated.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,25.0,25.0
2444,TestNonAuthenticated.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,29.0,29.0
2445,TestSMTP.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,29.0,29.0
2446,TestNonAuthenticated.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,20.0,20.0
2447,TestSMTP.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,20.0,20.0
2448,TestNonAuthenticated.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,33.0,33.0
2449,TestSMTP.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,26.0,26.0
2450,IMAPTest.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,20.0,20.0
2451,TestRemoteManager.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,29.0,29.0
2452,TestRemoteManager.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,28.0,28.0
2453,TestRemoteManager.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,20.0,20.0
2454,TestRemoteManager.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,26.0,26.0
2455,AvalonUsersStore.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,28.0,28.0
2456,TestAuthenticated.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,29.0,29.0
2457,TestAuthenticated.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,20.0,20.0
2458,TestAuthenticated.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,32.0,32.0
2459,TestAuthenticated.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,26.0,26.0
2460,ArgumentTest.java,squid:S1481,MAJOR,SonarQube,CODE_SMELL,77.0,77.0
2461,UserManagerAdminImpl.java,squid:S1481,MAJOR,SonarQube,CODE_SMELL,82.0,82.0
2462,UserManagerAdminImpl.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,23.0,23.0
2463,RMIRemoteManager.java,squid:S1481,MAJOR,SonarQube,CODE_SMELL,116.0,116.0
2464,RMIRemoteManager.java,squid:S1481,MAJOR,SonarQube,CODE_SMELL,126.0,126.0
2465,UserManagerAdminClient.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,21.0,21.0
2466,James.java,squid:S1481,MAJOR,SonarQube,CODE_SMELL,602.0,602.0
2467,ImapSessionImpl.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,20.0,20.0
2468,ImapSessionImpl.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,21.0,21.0
2469,ImapHandler.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,45.0,45.0
2470,ImapHandler.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,44.0,44.0
2471,ImapHandler.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,28.0,28.0
2472,ImapHandler.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,33.0,33.0
2473,ImapHandler.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,27.0,27.0
2474,ImapHandler.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,29.0,29.0
2475,ImapHandler.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,30.0,30.0
2476,ImapHandler.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,25.0,25.0
2477,ImapHandler.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,24.0,24.0
2478,JamesImapHost.java,squid:S1481,MAJOR,SonarQube,CODE_SMELL,198.0,198.0
2479,ImapSession.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,20.0,20.0
2480,ImapMailbox.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,20.0,20.0
2481,SMTPHandler.java,squid:S1481,MAJOR,SonarQube,CODE_SMELL,1174.0,1174.0
2482,SMTPHandler.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,28.0,28.0
2483,InMemoryStore.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,23.0,23.0
2484,InMemoryStore.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,25.0,25.0
2485,SMTPServer.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,26.0,26.0
2486,FetchScheduler.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,27.0,27.0
2487,POP3Server.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,44.0,44.0
2488,POP3Server.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,45.0,45.0
2489,FetchCommand.java,squid:S1481,MAJOR,SonarQube,CODE_SMELL,300.0,300.0
2490,CommandParser.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,27.0,27.0
2491,POP3Handler.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,29.0,29.0
2492,UnsubscribeCommand.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,24.0,24.0
2493,ListUsersJdbcRepository.java,squid:S1488,MINOR,SonarQube,CODE_SMELL,45.0,45.0
2494,ImapMailboxTest.java,squid:S1488,MINOR,SonarQube,CODE_SMELL,103.0,103.0
2495,ImapMailboxTest.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,38.0,38.0
2496,ImapMailboxTest.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,28.0,28.0
2497,UsersLDAPRepository.java,squid:S1481,MAJOR,SonarQube,CODE_SMELL,229.0,229.0
2498,CommandParserTest.java,squid:S1481,MAJOR,SonarQube,CODE_SMELL,93.0,93.0
2499,UsersLDAPRepository.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,30.0,30.0
2500,CommandParserTest.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,26.0,26.0
2501,MimeMessageWrapper.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,23.0,23.0
2502,MimeMessageWrapper.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,45.0,45.0
2503,SimplifiedDateFormat.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,22.0,22.0
2504,MimeMessageInputStreamSource.java,squid:S1174,MAJOR,SonarQube,CODE_SMELL,145.0,145.0
2505,AbstractJamesService.java,squid:S1481,MAJOR,SonarQube,CODE_SMELL,279.0,279.0
2506,RFC977DateFormat.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,22.0,22.0
2507,James.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,52.0,52.0
2508,JdbcDataSource.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,29.0,29.0
2509,JdbcDataSource.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,30.0,30.0
2510,JdbcDataSource.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,21.0,21.0
2511,NNTPHandler.java,squid:S1481,MAJOR,SonarQube,CODE_SMELL,1578.0,1578.0
2512,NNTPHandler.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,33.0,33.0
2513,NNTPHandler.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,57.0,57.0
2514,NNTPHandler.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,31.0,31.0
2515,NNTPHandler.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,53.0,53.0
2516,NNTPHandler.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,23.0,23.0
2517,DefaultThreadManager.java,squid:S1481,MAJOR,SonarQube,CODE_SMELL,72.0,72.0
2518,NNTPServer.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,44.0,44.0
2519,NNTPServer.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,45.0,45.0
2520,NNTPHandlerConfigurationData.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,21.0,21.0
2521,FolderProcessor.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,20.0,20.0
2522,WatchdogTarget.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,20.0,20.0
2523,ThreadPerWatchdogFactory.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,24.0,24.0
2524,ThreadPerWatchdogFactory.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,29.0,29.0
2525,ServerConnection.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,27.0,27.0
2526,JDBCListserv.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,32.0,32.0
2527,MessageProcessor.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,35.0,35.0
2528,MessageProcessor.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,20.0,20.0
2529,Redirect.java,squid:S1488,MINOR,SonarQube,CODE_SMELL,314.0,296.0
2530,Redirect.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,38.0,38.0
2531,Redirect.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,36.0,36.0
2532,Redirect.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,42.0,42.0
2533,Redirect.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,37.0,37.0
2534,AddHeader.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,22.0,22.0
2535,Bounce.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,27.0,27.0
2536,Bounce.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,33.0,33.0
2537,Bounce.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,31.0,31.0
2538,Bounce.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,20.0,20.0
2539,Bounce.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,41.0,41.0
2540,Bounce.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,36.0,36.0
2541,Bounce.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,34.0,34.0
2542,Bounce.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,32.0,32.0
2543,Bounce.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,29.0,29.0
2544,AbstractNotify.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,27.0,27.0
2545,AbstractNotify.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,33.0,33.0
2546,AbstractNotify.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,39.0,39.0
2547,AbstractNotify.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,24.0,24.0
2548,AbstractNotify.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,31.0,31.0
2549,AbstractNotify.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,38.0,38.0
2550,AbstractNotify.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,21.0,21.0
2551,AbstractNotify.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,34.0,34.0
2552,AbstractNotify.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,29.0,29.0
2553,Forward.java,squid:S1488,MINOR,SonarQube,CODE_SMELL,79.0,72.0
2554,Forward.java,squid:S1481,MAJOR,SonarQube,CODE_SMELL,113.0,113.0
2555,Forward.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,21.0,21.0
2556,Forward.java,squid:UselessImportCheck,MINOR,SonarQube,CODE_SMELL,20.0,20.0
2557,AbstractRedirect.java,squid:S1488,MINOR,SonarQube,CODE_SMELL,270.0,270.0
